Time;U_t;V_t
9.0;0.017730949088986692;-0.05730947356711129
9.005;0.017335094902885026;-0.10083330666922535
9.01;0.016725026864041606;-0.14290661980824815
9.015;0.01590930518148492;-0.18301170400133687
9.02;0.014899008333407416;-0.22065766897430555
9.025;0.013707590510742764;-0.2553864432317263
9.03;0.012350704976835237;-0.28677835730708445
9.035;0.010845996095443839;-0.31445719390066096
9.040000000000001;0.00921287022956804;-0.3380946653364541
9.045;0.007472247968658086;-0.3574143212275935
9.05;0.005646295189850316;-0.3721947062141167
9.055;0.0037581424035339323;-0.3822719242268379
9.06;0.0018315918947983572;-0.38754140933969927
9.065;-0.00010918191476379799;-0.38795896367353966
9.07;-0.0020399352772070166;-0.38354103209058865
9.075000000000001;-0.0039366574224457265;-0.374364237015235
9.08;-0.005775868769328789;-0.36056414860425956
9.085;-0.007534910977120433;-0.34233333088853285
9.09;-0.009192225747450643;-0.3199186980497635
9.095;-0.010727618282681345;-0.2936181824137137
9.1;-0.012122503078772941;-0.26377680676516235
9.105;-0.01336012805397553;-0.23078216667665313
9.11;-0.014425775233969236;-0.19505941659358747
9.115;-0.015306935071426853;-0.15706580407512982
9.120000000000001;-0.015993452205115347;-0.11728482728523112
9.125;-0.016477641897111373;-0.07622009837025595
9.13;-0.016754373882569416;-0.03438897310332253
9.135;-0.01682112646941388;0.007683947715006617
9.14;-0.016678004984529506;0.04947339196926262
9.145;-0.01632772911886295;0.09045996532756095
9.15;-0.01577558711926876;0.13013659307933773
9.155;-0.0150293586563331;0.16801478270839415
9.16;-0.014099207652166216;0.20363063251385916
9.165000000000001;-0.012997543938221784;0.2365504958720009
9.17;-0.011738859187024255;0.2663762621124669
9.175;-0.010339535744170686;0.2927501317597984
9.18;-0.008817634936346819;0.3153589097795321
9.185;-0.007192665285256072;0.3339377101410981
9.19;-0.00548533259467333;0.34827304572693096
9.195;-0.0037172760296773173;0.35820524122821235
9.200000000000001;-0.001910795018416163;0.36363020223147186
9.205;-8.856815647502502e-05;0.3645004472541884
9.21;0.001726630980744603;0.3608254618968225
9.215;0.003512218000304461;0.3526713110963448
9.22;0.005246078234892651;0.3401595791437704
9.225;0.006906840119797122;0.32346559206254616
9.23;0.008474138286058244;0.302816007387913
9.235;0.009928862592885218;0.2784857483213408
9.24;0.011253390883213681;0.25079437475429245
9.245000000000001;0.012431801604515274;0.22010189219394916
9.25;0.01345006491180934;0.18680409506983178
9.255;0.014296208682273232;0.1513274680455787
9.26;0.014960458848414841;0.11412374182889165
9.265;0.01543535101428074;0.07566414730161074
9.27;0.01571581324427667;0.03643346024641839
9.275;0.01579921867017714;-0.003076099143592312
9.28;0.01568540793836575;-0.042371029951933724
9.285;0.015376678926275828;-0.08096270985947555
9.290000000000001;0.01487774778465597;-0.1183734593826527
9.295;0.01419567973177112;-0.1541424448046095
9.3;0.013339789678039038;-0.18783134009283012
9.305;0.01232151700990327;-0.21902969573049147
9.31;0.011154273198238175;-0.24735992337533408
9.315;0.009853265592512539;-0.2724818466569261
9.32;0.008435300652742925;-0.2940967890363697
9.325000000000001;0.006918566842058499;-0.3119510985925178
9.33;0.005322401911169628;-0.32583910272137007
9.335;0.0036670472075145608;-0.33560547268441465
9.34;0.001973391060046457;-0.3411469191605948
9.345;0.000262705793840854;-0.34241325052186794
9.35;-0.0014436189707844704;-0.3394077713588782
9.355;-0.0031243434154982737;-0.33218698506018335
9.36;-0.004758641445965767;-0.3208596665652995
9.365;-0.006326358402177197;-0.3055852731143331
9.370000000000001;-0.007808258921045992;-0.28657171584012253
9.375;-0.009186262862584173;-0.26407257631778563
9.38;-0.010443665216146206;-0.23838372885955916
9.385;-0.011565337848451896;-0.20983946194536843
9.39;-0.012537911538580962;-0.178808157020085
9.395;-0.01334993423091367;-0.1456875341270577
9.4;-0.013992005096434055;-0.11089956741182945
9.405;-0.014456883085963755;-0.07488512622223074
9.41;-0.014739566832395716;-0.03809839025941707
9.415000000000001;-0.014837347269659422;-0.0010011353053175874
9.42;-0.01474983145391927;0.03594305409770505
9.425;-0.014478934650312037;0.07227456431983019
9.43;-0.014028850132446612;0.10754346197472767
9.435;-0.01340598974423543;0.14131508287260694
9.44;-0.012618883600319477;0.17317534744210872
9.445;-0.011678069237469176;0.20273583072780085
9.450000000000001;-0.010595954590214274;0.22963849615022933
9.455;-0.009386652781036016;0.25356001846055193
9.46;-0.008065798394708359;0.27421567334658264
9.465;-0.006650345551467231;0.2913626908165421
9.47;-0.005158351319683312;0.30480307381004546
9.475;-0.0036087463005872594;0.3143859084515276
9.48;-0.0020210942443117624;0.32000901649238633
9.485;-0.000415345611684194;0.3216200073820187
9.49;0.0011884126472847462;0.31921671207287894
9.495000000000001;0.0027702080023260384;0.31284698605535344
9.5;0.004310430733052957;0.3026078912353702
9.505;0.005790076511275835;0.288644260407312
9.51;0.007190980637567502;0.2711466912088622
9.515;0.008496040391340543;0.2503489536261768
9.52;0.009689423665388377;0.2265248979418738
9.525;0.010756760200248516;0.19998485200075863
9.53;0.01168531449031025;0.17107160266020532
9.535;0.012464136757299613;0.1401559710400055
9.540000000000001;0.013084191806652679;0.10763207469014323
9.545;0.013538462681009668;0.07391230771526122
9.55;0.013822029140146583;0.03942212388074409
9.555;0.01393211979350056;0.004594677967283328
9.56;0.013868137566348212;-0.030134603130731723
9.565;0.013631656305466686;-0.0643334612664595
9.57;0.013226391717831024;-0.09757817533635595
9.575000000000001;0.012658146023156779;-0.12945880160360293
9.58;0.011934726832741424;-0.15958422188944738
9.585;0.011065840622409204;-0.18758694399285705
9.59;0.010062961480364861;-0.21312754651427615
9.595;0.008939181745895355;-0.23589880069080404
9.6;0.0077090423453954945;-0.2556293540283532
9.605;0.006388344553775771;-0.27208695437954866
9.61;0.004993946913764207;-0.28508115447049515
9.615;0.0035435513310535707;-0.2944655168897751
9.620000000000001;0.002055478314982926;-0.3001392260158692
9.625;0.0005484360509062045;-0.30204815189781836
9.63;-0.0009587144324261027;-0.30018531097078277
9.635;-0.0024471948970832724;-0.294590740862971
9.64;-0.0038985435345558262;-0.2853508003874955
9.645;-0.005294843494548964;-0.27259687316070247
9.65;-0.006618943843246846;-0.25650354666803327
9.655;-0.0078546695460085;-0.237286225905486
9.66;-0.008987019008213918;-0.21519828504402255
9.665000000000001;-0.010002345424089915;-0.19052772826529296
9.67;-0.010888520901848983;-0.16359345246615592
9.675;-0.011635080872621714;-0.13474113728672324
9.68;-0.012233346735743363;-0.10433881365193165
9.685;-0.012676526535457021;-0.07277218567404689
9.69;-0.012959790475291496;-0.04043973911930135
9.695;-0.013080323119949961;-0.0077477256277312685
9.700000000000001;-0.013037348086752228;0.02489493743294008
9.705;-0.012832130375244541;0.057081770509391325
9.71;-0.012467951484678998;0.08841378485438298
9.715;-0.01195005838386699;0.11850442136984382
9.72;-0.011285589326646157;0.14698432236422565
9.725;-0.010483477788213603;0.17350585062500506
9.73;-0.009554331152534434;0.1977473055414662
9.735;-0.008510292098519449;0.21941683368278717
9.74;-0.007364881082597759;0.2382559278360483
9.745000000000001;-0.006132821483406099;0.25404250179251336
9.75;-0.004829850246339558;0.2665934911317595
9.755;-0.0034725175244786346;0.2757669559665574
9.76;-0.002077977168437473;0.28146367924475557
9.765;-0.0006637698927484285;0.2836281951436556
9.77;0.0007523967903969498;0.2822492990774919
9.775;0.002152869970677237;0.27735998410641355
9.78;0.0035202710119745;0.2690368272693846
9.785;0.0048377109429241175;0.2573988549283754
9.790000000000001;0.006088998523632122;0.2426058532510866
9.795;0.007258839054581078;0.22485621054796498
9.8;0.00833302084247865;0.2043842657157162
9.805;0.00929858730052597;0.18145722563710243
9.81;0.010143993150335515;0.15637169930165237
9.815;0.010859241417230533;0.12944985866051467
9.82;0.011436001647169144;0.10103532155899252
9.825000000000001;0.011867705930496722;0.07148876867850046
9.83;0.012149622755405232;0.041183373846745905
9.835;0.012278908284527613;0.010500102328990743
9.84;0.012254632310792797;-0.020177073964339806
9.845;0.012077781640754084;-0.050465968738233655
9.85;0.011751240857725238;-0.07999093602769548
9.855;0.011279747988695908;-0.10838753121275545
9.86;0.010669825204651899;-0.13530700336020987
9.865;0.009929687692424406;-0.160420549944987
9.870000000000001;0.009069137368581311;-0.18342333068615727
9.875;0.008099433922998323;-0.20403817309843286
9.88;0.007033146222847494;-0.22201889523695023
9.885;0.005883989881795388;-0.23715322479783318
9.89;0.0046666521205420905;-0.24926530165220137
9.895;0.003396604411802065;-0.2582177173825282
9.9;0.0020899054331097173;-0.2639130333176793
9.905;0.0007629988066388813;-0.2662948142965415
9.91;-0.0005674931437896016;-0.2653481696066144
9.915000000000001;-0.001884977649634443;-0.26109975146970427
9.92;-0.0031730981127120563;-0.25361721996982445
9.925;-0.004415936750477887;-0.24300823485428036
9.93;-0.005598210911022308;-0.22941892334235145
9.935;-0.006705460830604087;-0.21303189735570796
9.94;-0.007724225885149143;-0.19406380622874234
9.945;-0.00864220806984975;-0.17276249467728913
9.950000000000001;-0.00944841980907722;-0.14940376785797652
9.955;-0.01013331522279837;-0.12428783625412035
9.96;-0.010688902430776557;-0.09773546227269614
9.965;-0.01110883616202922;-0.07008387339201073
9.97;-0.011388489704777648;-0.04168248892194758
9.975;-0.01152500510759841;-0.012888513407642924
9.98;-0.011517319987794686;0.015937554639063718
9.985;-0.011366172622234097;0.04443642247488526
9.99;-0.01107408544216649;0.07225447172955897
9.995000000000001;-0.010645328774897714;0.09904815252619396
